Level_Code,University,City,Course,Faculty,Local_Fees,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
BA,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Battery Storage Systems,Humanities and Social Science,32,,AUD,Years,40,Hours,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/electrical_trades/SA-TS31,English,A,"This course is for fully qualified electricians who wish to know how to design and install small scale battery storage systems. On successful completion, you will be eligible to apply for Clean Energy Council endorsement for installing battery storage system.",Specialised electrical work in Photo Voltaics and Battery storage domestic systems,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Beauty Therapy,Creative Arts & Design & Music,4082,,AUD,Years,1,Years,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/beauty/DP-TH12,English,A,"Develop extensive advanced practical skills with our beauty therapy program designed and delivered by our highly experienced and qualified beauty therapy teachers. This program provides training that offers rich individual development intended to accelerate your career and make you 'stand out' as a professional beauty or spa therapist. This distinctive qualification involves training in a broad range of beauty therapy treatments which includes advanced specialized skin treatments, a variety of makeup services , and a range of spa and body treatments including: - spa therapies - stone therapy massage - aromatherapy massage - Indian head massage - reflexology relaxation techniques Students practise with clients in our commercial salons and graduate with the confidence and skills to interact and engage with proficiency. Graduates will be 'job ready' to practise and demonstrate the professional skills required for a beauty and spa environment.","Beauty and spa therapist, salon/spa owner or manager and other opportunities in health resorts and retreats including massage clinics.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Beauty Therapy,Creative Arts & Design & Music,3454,,AUD,Years,20,Hours,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/beauty/C4-TH12,English,A,"Develop ""in demand"" practical skills with our beauty therapy program designed and delivered by our highly experienced and professionally qualified beauty therapy teachers.This relevant and comprehensive qualification involves training in a broad range of beauty therapy treatments which include: - Skin and Facial Care - Body Massage - Make-up - Cosmetic tanning services - Eyelash extensions - Nail treatmentsThis unique program is aimed at qualifying students with hands on practice in a range of environments including under professional supervision in our commercial salons.While learning in this course, you will be required to work closely with, and on, your fellow students to practice, experience and refine new skills. The nature of this work will include treatments such as waxing, body massage, facials and skin care, manicure and pedicure.","Skilled beauty therapist in the beauty, massage & make-up services stream of the beauty industry.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Biometric Technologies ,Computer Science & Information Technology,3454,,AUD,Years,2,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/science_environment/biometrics/C4-HS37,English,A,"This course will provide you with knowledge and skills to process and interpret biometric and facial comparison information for forensic examination. This includes conducting biometric (face, hand, eye and/or voice) identification and verification. A biometric technician compares digital and biometric evidence to make a determination on an unknown persons’ identity. This includes providing advice on suitable  technologies for organisational implementation.",Biometric Technician,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Bookkeeping using MYOB,Humanities and Social Science,258,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/accounting_finance/SA-BC03,English,A,This training provides you with the skills to process accounts for small and medium businesses using MYOB and other accounting systems. The subjects form part of the Certificate III in Business Administration BSB30415.,Computerised bookkeeping skills in small and medium businesses,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Bread Baking,Culinary,1430,,AUD,Years,1,Days,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/baking_patisserie/C3-TS14,English,A,"This qualification describes the skills and knowledge of a bread baker who bakes bread products working in a commercial baking environment.All work must be carried out to comply with workplace procedures, in accordance with State/Territory food safety, and work health and safety, regulations and legislation that apply to the workplace.",Baker (bread),Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Building and Construction (Building),"Architecture, Building & Planning",3974,,AUD,Years,2,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/DP-BE22,English,A,"This course is designed to meet the needs of builders and managers of small to medium-sized building businesses, including selecting contractors, overseeing the work and its quality, and liaising with clients. This qualification is required to meet ACT requirements for Class B builder's license.","This qualification is designed to meet the needs of builders, including selecting contractors, overseeing the work and its quality, and liaising with the client. The builder may also be the appropriately licensed person with responsibility under the relevant building licensing authority in the State or Territory.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Building and Construction (Building),"Architecture, Building & Planning",1749,,AUD,Years,18,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/C4-BE22,English,A,This course covers building theory and practice related to low rise buildings and associated light steel structures. This qualification is required to meet ACT requirements for Class C builder's licence.,This qualification is designed to meet the needs of builders and managers of small to medium-sized building businesses. The builder may also be the appropriately licensed person with responsibility under the relevant building licensing authority in the State or Territory. Builder licensing varies across States and Territories and additional requirements to attainment of this qualification may be required.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Building and Construction (Contract Administration),Business & Commerce & Finance & Accounting,1014,,AUD,Years,18,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/C4-BE43,English,A,This course is designed to meet the needs of contract administrators working in small to medium-sized enterprises.,Contract administrator,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Building and Construction (Estimating),"Architecture, Building & Planning",1592,,AUD,Years,1,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/C4-BE45,English,A,This course is designed to meet the needs of estimators and schedulers in the building and construction field.,- Building estimator  - Building scheduler,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Building and Construction (Management),Business & Commerce & Finance & Accounting,3053,,AUD,Years,1,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/DP-BE45,English,A,This course will give you the skills and knowledge required as a senior manager within a building and construction firm.,"Project manager, construction manager, estimating manager, sales manager",Australia,,,,,Yes,
